query_id	accession	family	region	batch	record	query_length	family_supported_bp_core_region	core_region_family_coverage	family_supported_weighted_pident	top_contributing_reference	top_reference_supported_bp	top_reference_query_fraction	top_reference_weighted_pident	n_references_hit	n_hsps_total
CP141417.1|PICI|R1|core|batch=002|record=CP141417.1_Staphylococcus_aureus_strain_Sau115_chromosome__complete_genome|start=91139|end=99517|strand=mixed	CP141417.1	PICI	R1	002	CP141417.1_Staphylococcus_aureus_strain_Sau115_chromosome__complete_genome	8379	302	0.036	77.377	SDLZ01000003.1_23159_39035	302	0.036	77.377	1	1
CP141482.1|PICI|R1|core|batch=002|record=CP141482.1_Staphylococcus_aureus_strain_Sau34_chromosome__complete_genome|start=224912|end=236684|strand=mixed	CP141482.1	PICI	R1	002	CP141482.1_Staphylococcus_aureus_strain_Sau34_chromosome__complete_genome	11773	2705	0.2298	84.493	SDLZ01000003.1_23159_39035	1935	0.1644	84.387	2	6
CP141482.1|PICI|R2|core|batch=002|record=CP141482.1_Staphylococcus_aureus_strain_Sau34_chromosome__complete_genome|start=679122|end=689046|strand=mixed	CP141482.1	PICI	R2	002	CP141482.1_Staphylococcus_aureus_strain_Sau34_chromosome__complete_genome	9925	749	0.0755	80.429	SDLZ01000003.1_23159_39035	508	0.0512	71.899	2	3
CP141482.1|PICI|R3|core|batch=002|record=CP141482.1_Staphylococcus_aureus_strain_Sau34_chromosome__complete_genome|start=236115|end=243259|strand=mixed	CP141482.1	PICI	R3	002	CP141482.1_Staphylococcus_aureus_strain_Sau34_chromosome__complete_genome	7145	1908	0.267	84.912	CP000255.1_881837_895809	1215	0.17	88.288	2	6
CP141495.1|PICI|R1|core|batch=002|record=CP141495.1_Staphylococcus_aureus_strain_Sau20_chromosome__complete_genome|start=571922|end=581854|strand=mixed	CP141495.1	PICI	R1	002	CP141495.1_Staphylococcus_aureus_strain_Sau20_chromosome__complete_genome	9933	749	0.0754	80.429	SDLZ01000003.1_23159_39035	508	0.0511	71.899	2	3
CP141502.1|PICI|R1|core|batch=002|record=CP141502.1_Staphylococcus_aureus_strain_Sau13_chromosome__complete_genome|start=1540918|end=1550850|strand=mixed	CP141502.1	PICI	R1	002	CP141502.1_Staphylococcus_aureus_strain_Sau13_chromosome__complete_genome	9933	749	0.0754	80.429	SDLZ01000003.1_23159_39035	508	0.0511	71.899	2	3
CP141505.1|PICI|R1|core|batch=002|record=CP141505.1_Staphylococcus_aureus_strain_Sau12_chromosome__complete_genome|start=593043|end=598569|strand=mixed	CP141505.1	PICI	R1	002	CP141505.1_Staphylococcus_aureus_strain_Sau12_chromosome__complete_genome	5527	2552	0.4617	89.507	CP000255.1_881837_895809	1635	0.2958	97.383	2	7
CP141505.1|PICI|R2|core|batch=002|record=CP141505.1_Staphylococcus_aureus_strain_Sau12_chromosome__complete_genome|start=593826|end=608811|strand=mixed	CP141505.1	PICI	R2	002	CP141505.1_Staphylococcus_aureus_strain_Sau12_chromosome__complete_genome	14986	4475	0.2986	92.486	CP000255.1_881837_895809	2863	0.191	96.029	2	7
CP151683.1|PICI|R1|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=863305|end=877096|strand=mixed	CP151683.1	PICI	R1	002	CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome	13792	614	0.0445	82.658	AE005176.1_502595_517773	354	0.0257	83.333	3	3
CP151683.1|PICI|R2|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=1885750|end=1899154|strand=mixed	CP151683.1	PICI	R2	002	CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome	13405	2089	0.1558	88.105	AE005176.1_502595_517773	1006	0.075	91.107	8	19
CP151683.1|PICI|R3|core|batch=002|record=CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome|start=1646365|end=1648929|strand=-1	CP151683.1	PICI	R3	002	CP151683.1_Lactococcus_lactis_strain_DMLL15_chromosome__complete_genome	2565	1055	0.4113	94.638	AE005176.1_502595_517773	1055	0.4113	94.638	1	2
CP157287.1|PICI|R1|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=2338030|end=2352827|strand=mixed	CP157287.1	PICI	R1	002	CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome	14798	11964	0.8085	91.696	CP003132.1_2352993_2368188	10335	0.6984	94.036	8	75
CP157287.1|PICI|R2|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=477907|end=489081|strand=mixed	CP157287.1	PICI	R2	002	CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome	11175	11027	0.9868	94.711	AE005176.1_502595_517773	11027	0.9868	98.885	8	22
CP157287.1|PICI|R3|core|batch=002|record=CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome|start=1795996|end=1799144|strand=mixed	CP157287.1	PICI	R3	002	CP157287.1_Lactococcus_lactis_strain_BIM_B-1834_chromosome__complete_genome	3149	1295	0.4112	96.995	CP002365.1_1723782_1733895	1218	0.3868	97.947	2	2
CP157495.1|PICI|R1|core|batch=002|record=CP157495.1_Lactococcus_lactis_strain_2B-1_chromosome__complete_genome|start=2186959|end=2197837|strand=mixed	CP157495.1	PICI	R1	002	CP157495.1_Lactococcus_lactis_strain_2B-1_chromosome__complete_genome	10879	395	0.0363	96.977	AE005176.1_502595_517773	395	0.0363	96.977	1	1
CP157498.1|PICI|R1|core|batch=002|record=CP157498.1_Lactococcus_lactis_strain_2B-5_chromosome__complete_genome|start=2186958|end=2197836|strand=mixed	CP157498.1	PICI	R1	002	CP157498.1_Lactococcus_lactis_strain_2B-5_chromosome__complete_genome	10879	395	0.0363	96.977	AE005176.1_502595_517773	395	0.0363	96.977	1	1
CP157500.1|PICI|R1|core|batch=002|record=CP157500.1_Lactococcus_lactis_strain_2B-9_chromosome__complete_genome|start=1612412|end=1623290|strand=mixed	CP157500.1	PICI	R1	002	CP157500.1_Lactococcus_lactis_strain_2B-9_chromosome__complete_genome	10879	395	0.0363	96.977	AE005176.1_502595_517773	395	0.0363	96.977	1	1
CP159281.1|PICI|R1|core|batch=002|record=CP159281.1_Lactococcus_lactis_strain_FNZ339_chromosome__complete_genome|start=1861809|end=1876537|strand=mixed	CP159281.1	PICI	R1	002	CP159281.1_Lactococcus_lactis_strain_FNZ339_chromosome__complete_genome	14729	11610	0.7882	90.974	CP003132.1_2352993_2368188	9873	0.6703	92.206	8	77
CP159281.1|PICI|R2|core|batch=002|record=CP159281.1_Lactococcus_lactis_strain_FNZ339_chromosome__complete_genome|start=71865|end=83503|strand=mixed	CP159281.1	PICI	R2	002	CP159281.1_Lactococcus_lactis_strain_FNZ339_chromosome__complete_genome	11639	7198	0.6184	93.838	CP002365.1_1723782_1733895	5414	0.4652	96.272	5	12
CP159281.1|PICI|R3|core|batch=002|record=CP159281.1_Lactococcus_lactis_strain_FNZ339_chromosome__complete_genome|start=1785055|end=1792237|strand=1	CP159281.1	PICI	R3	002	CP159281.1_Lactococcus_lactis_strain_FNZ339_chromosome__complete_genome	7183	7041	0.9802	89.418	AM406671.1_32370_51783	6096	0.8487	91.277	7	34
CP159281.1|PICI|R4|core|batch=002|record=CP159281.1_Lactococcus_lactis_strain_FNZ339_chromosome__complete_genome|start=1961923|end=1976861|strand=mixed	CP159281.1	PICI	R4	002	CP159281.1_Lactococcus_lactis_strain_FNZ339_chromosome__complete_genome	14939	9070	0.6071	86.424	AM406671.1_32370_51783	7061	0.4727	87.451	8	50
CP159281.1|PICI|R5|core|batch=002|record=CP159281.1_Lactococcus_lactis_strain_FNZ339_chromosome__complete_genome|start=1772756|end=1785249|strand=mixed	CP159281.1	PICI	R5	002	CP159281.1_Lactococcus_lactis_strain_FNZ339_chromosome__complete_genome	12494	9690	0.7756	94.03	AM406671.1_32370_51783	8863	0.7094	97.171	7	51
CP169315.1|PICI|R1|core|batch=002|record=CP169315.1_Lactococcus_lactis_strain_IFLLLBEK1_chromosome__complete_genome|start=476063|end=485348|strand=mixed	CP169315.1	PICI	R1	002	CP169315.1_Lactococcus_lactis_strain_IFLLLBEK1_chromosome__complete_genome	9286	2793	0.3008	85.743	AE005176.1_502595_517773	2072	0.2231	90.0	8	20
CP178226.1|PICI|R1|core|batch=002|record=CP178226.1_Lactococcus_lactis_strain_L-WY410_chromosome__complete_genome|start=1244782|end=1254602|strand=mixed	CP178226.1	PICI	R1	002	CP178226.1_Lactococcus_lactis_strain_L-WY410_chromosome__complete_genome	9821	8769	0.8929	90.558	AM406671.1_32370_51783	6653	0.6774	90.93	8	51
CP178226.1|PICI|R2|core|batch=002|record=CP178226.1_Lactococcus_lactis_strain_L-WY410_chromosome__complete_genome|start=1246427|end=1259895|strand=mixed	CP178226.1	PICI	R2	002	CP178226.1_Lactococcus_lactis_strain_L-WY410_chromosome__complete_genome	13469	7259	0.5389	91.199	AM406671.1_32370_51783	5153	0.3826	91.773	8	51
CP178226.1|PICI|R3|core|batch=002|record=CP178226.1_Lactococcus_lactis_strain_L-WY410_chromosome__complete_genome|start=706161|end=719565|strand=mixed	CP178226.1	PICI	R3	002	CP178226.1_Lactococcus_lactis_strain_L-WY410_chromosome__complete_genome	13405	2089	0.1558	88.105	AE005176.1_502595_517773	1006	0.075	91.107	8	19
CP184549.1|PICI|R1|core|batch=002|record=CP184549.1_Staphylococcus_aureus_strain_SCTW2019099_chromosome__complete_genome|start=1271567|end=1283365|strand=mixed	CP184549.1	PICI	R1	002	CP184549.1_Staphylococcus_aureus_strain_SCTW2019099_chromosome__complete_genome	11799	2529	0.2143	95.486	CP000255.1_881837_895809	2338	0.1982	97.776	2	3
CP184549.1|PICI|R2|core|batch=002|record=CP184549.1_Staphylococcus_aureus_strain_SCTW2019099_chromosome__complete_genome|start=1281551|end=1296007|strand=mixed	CP184549.1	PICI	R2	002	CP184549.1_Staphylococcus_aureus_strain_SCTW2019099_chromosome__complete_genome	14457	1671	0.1156	95.558	CP000255.1_881837_895809	1480	0.1024	99.189	2	2
CP184551.1|PICI|R1|core|batch=002|record=CP184551.1_Staphylococcus_aureus_strain_SCTW2019145_chromosome__complete_genome|start=2577817|end=2589615|strand=mixed	CP184551.1	PICI	R1	002	CP184551.1_Staphylococcus_aureus_strain_SCTW2019145_chromosome__complete_genome	11799	2529	0.2143	95.486	CP000255.1_881837_895809	2338	0.1982	97.776	2	3
CP184551.1|PICI|R2|core|batch=002|record=CP184551.1_Staphylococcus_aureus_strain_SCTW2019145_chromosome__complete_genome|start=2565175|end=2579631|strand=mixed	CP184551.1	PICI	R2	002	CP184551.1_Staphylococcus_aureus_strain_SCTW2019145_chromosome__complete_genome	14457	1671	0.1156	95.558	CP000255.1_881837_895809	1480	0.1024	99.189	2	2
FR821779.1|PICI|R1|core|batch=002|record=FR821779.1_Staphylococcus_aureus_subsp._aureus_LGA251_complete_genome_sequence|start=852047|end=862196|strand=mixed	FR821779.1	PICI	R1	002	FR821779.1_Staphylococcus_aureus_subsp._aureus_LGA251_complete_genome_sequence	10150	2702	0.2662	86.497	CP000255.1_881837_895809	1845	0.1818	93.531	2	7
NC_000913.3|PICI|R1|core|batch=003|record=NC_000913.3_Escherichia_coli_str._K-12_substr._MG1655__complete_genome|start=2904747|end=2907941|strand=mixed	NC_000913.3	PICI	R1	003	NC_000913.3_Escherichia_coli_str._K-12_substr._MG1655__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NC_002695.2|PICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=3624682|end=3630467|strand=mixed	NC_002695.2	PICI	R1	003	NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome	5786	2309	0.3991	97.065	CP057584.1_1088918_1103260	2309	0.3991	97.105	2	4
NC_003028.3|PICI|R1|core|batch=003|record=NC_003028.3_Streptococcus_pneumoniae_TIGR4__complete_sequence|start=1063231|end=1074020|strand=mixed	NC_003028.3	PICI	R1	003	NC_003028.3_Streptococcus_pneumoniae_TIGR4__complete_sequence	10790	10273	0.9521	93.517	NC_003028.3_1063231_1073321	10091	0.9352	100.0	10	32
NC_003197.2|PICI|R1|core|batch=003|record=NC_003197.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome|start=3096564|end=3102481|strand=mixed	NC_003197.2	PICI	R1	003	NC_003197.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome	5918	4756	0.8036	88.401	CP057584.1_1088918_1103260	4756	0.8036	87.953	2	4
NC_004668.1|PICI|R1|core|batch=003|record=NC_004668.1_Enterococcus_faecalis_V583__complete_sequence|start=2818345|end=2829554|strand=mixed	NC_004668.1	PICI	R1	003	NC_004668.1_Enterococcus_faecalis_V583__complete_sequence	11210	11210	1.0	95.382	AE016830.1_2816732_2829670	11210	1.0	100.0	5	15
NZ_AP035757.1|PICI|R1|core|batch=003|record=NZ_AP035757.1_Escherichia_coli_strain_SOI121_chromosome__complete_genome|start=1000410|end=1004527|strand=mixed	NZ_AP035757.1	PICI	R1	003	NZ_AP035757.1_Escherichia_coli_strain_SOI121_chromosome__complete_genome	4118	2187	0.5311	97.898	CP057584.1_1088918_1103260	2187	0.5311	97.67	2	4
NZ_AP044770.1|PICI|R1|core|batch=003|record=NZ_AP044770.1_Escherichia_coli_strain_TK3888_chromosome__complete_genome|start=1000684|end=1004800|strand=mixed	NZ_AP044770.1	PICI	R1	003	NZ_AP044770.1_Escherichia_coli_strain_TK3888_chromosome__complete_genome	4117	2187	0.5312	97.944	CP057584.1_1088918_1103260	2187	0.5312	97.716	2	4
NZ_CM128549.1|PICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=4322668|end=4326785|strand=mixed	NZ_CM128549.1	PICI	R1	003	NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CM128581.1|PICI|R2|core|batch=003|record=NZ_CM128581.1_Escherichia_coli_strain_700462_chromosome__whole_genome_shotgun_sequence|start=3840334|end=3843528|strand=mixed	NZ_CM128581.1	PICI	R2	003	NZ_CM128581.1_Escherichia_coli_strain_700462_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.317	CP057584.1_1088918_1103260	3195	1.0	99.124	2	2
NZ_CM128582.1|PICI|R1|core|batch=003|record=NZ_CM128582.1_Escherichia_coli_strain_600029_chromosome__whole_genome_shotgun_sequence|start=1524830|end=1528024|strand=mixed	NZ_CM128582.1	PICI	R1	003	NZ_CM128582.1_Escherichia_coli_strain_600029_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CM128583.1|PICI|R1|core|batch=003|record=NZ_CM128583.1_Escherichia_coli_strain_401656_chromosome__whole_genome_shotgun_sequence|start=2582066|end=2591231|strand=mixed	NZ_CM128583.1	PICI	R1	003	NZ_CM128583.1_Escherichia_coli_strain_401656_chromosome__whole_genome_shotgun_sequence	9166	8858	0.9664	93.44	AE014075.1_1377749_1389210	7928	0.8649	92.238	10	44
NZ_CM128583.1|PICI|R2|core|batch=003|record=NZ_CM128583.1_Escherichia_coli_strain_401656_chromosome__whole_genome_shotgun_sequence|start=1293261|end=1300469|strand=mixed	NZ_CM128583.1	PICI	R2	003	NZ_CM128583.1_Escherichia_coli_strain_401656_chromosome__whole_genome_shotgun_sequence	7209	2907	0.4032	95.053	CP057584.1_1088918_1103260	2907	0.4032	95.153	2	4
NZ_CM128584.1|PICI|R1|core|batch=003|record=NZ_CM128584.1_Escherichia_coli_strain_400625_chromosome__whole_genome_shotgun_sequence|start=4063543|end=4073225|strand=mixed	NZ_CM128584.1	PICI	R1	003	NZ_CM128584.1_Escherichia_coli_strain_400625_chromosome__whole_genome_shotgun_sequence	9683	9683	1.0	90.734	CP002212.1_249047_259688	9683	1.0	100.0	10	48
NZ_CM128584.1|PICI|R2|core|batch=003|record=NZ_CM128584.1_Escherichia_coli_strain_400625_chromosome__whole_genome_shotgun_sequence|start=1155048|end=1160806|strand=mixed	NZ_CM128584.1	PICI	R2	003	NZ_CM128584.1_Escherichia_coli_strain_400625_chromosome__whole_genome_shotgun_sequence	5759	2907	0.5048	95.053	CP057584.1_1088918_1103260	2907	0.5048	95.153	2	4
NZ_CM128585.1|PICI|R1|core|batch=003|record=NZ_CM128585.1_Escherichia_coli_strain_300490_chromosome__whole_genome_shotgun_sequence|start=1019353|end=1022547|strand=mixed	NZ_CM128585.1	PICI	R1	003	NZ_CM128585.1_Escherichia_coli_strain_300490_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CM128586.1|PICI|R1|core|batch=003|record=NZ_CM128586.1_Escherichia_coli_strain_300444_chromosome__whole_genome_shotgun_sequence|start=1625136|end=1630909|strand=mixed	NZ_CM128586.1	PICI	R1	003	NZ_CM128586.1_Escherichia_coli_strain_300444_chromosome__whole_genome_shotgun_sequence	5774	2317	0.4013	96.609	CP057584.1_1088918_1103260	2317	0.4013	96.766	2	4
NZ_CM128587.1|PICI|R1|core|batch=003|record=NZ_CM128587.1_Escherichia_coli_strain_300081_chromosome__whole_genome_shotgun_sequence|start=986101|end=989295|strand=mixed	NZ_CM128587.1	PICI	R1	003	NZ_CM128587.1_Escherichia_coli_strain_300081_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CM128588.1|PICI|R1|core|batch=003|record=NZ_CM128588.1_Escherichia_coli_strain_300033_chromosome__whole_genome_shotgun_sequence|start=2363631|end=2372795|strand=mixed	NZ_CM128588.1	PICI	R1	003	NZ_CM128588.1_Escherichia_coli_strain_300033_chromosome__whole_genome_shotgun_sequence	9165	9165	1.0	93.733	JHJE01000001.1_141718_153137	9165	1.0	99.967	10	36
NZ_CM128588.1|PICI|R2|core|batch=003|record=NZ_CM128588.1_Escherichia_coli_strain_300033_chromosome__whole_genome_shotgun_sequence|start=1106073|end=1111846|strand=mixed	NZ_CM128588.1	PICI	R2	003	NZ_CM128588.1_Escherichia_coli_strain_300033_chromosome__whole_genome_shotgun_sequence	5774	2317	0.4013	96.609	CP057584.1_1088918_1103260	2317	0.4013	96.766	2	4
NZ_CM128589.1|PICI|R1|core|batch=003|record=NZ_CM128589.1_Escherichia_coli_strain_200177_chromosome__whole_genome_shotgun_sequence|start=3230952|end=3241313|strand=mixed	NZ_CM128589.1	PICI	R1	003	NZ_CM128589.1_Escherichia_coli_strain_200177_chromosome__whole_genome_shotgun_sequence	10362	3565	0.344	85.48	CP009072.1_106749_118031	3121	0.3012	84.184	10	32
NZ_CM128589.1|PICI|R2|core|batch=003|record=NZ_CM128589.1_Escherichia_coli_strain_200177_chromosome__whole_genome_shotgun_sequence|start=1085758|end=1088955|strand=mixed	NZ_CM128589.1	PICI	R2	003	NZ_CM128589.1_Escherichia_coli_strain_200177_chromosome__whole_genome_shotgun_sequence	3198	3198	1.0	97.634	CP057584.1_1088918_1103260	3198	1.0	97.561	2	2
NZ_CM128590.1|PICI|R1|core|batch=003|record=NZ_CM128590.1_Escherichia_coli_strain_200164_chromosome__whole_genome_shotgun_sequence|start=3729852|end=3744726|strand=-1	NZ_CM128590.1	PICI	R1	003	NZ_CM128590.1_Escherichia_coli_strain_200164_chromosome__whole_genome_shotgun_sequence	14875	4847	0.3258	78.312	CP012554.1_2684917_2697361	3505	0.2356	77.377	10	19
NZ_CM128590.1|PICI|R2|core|batch=003|record=NZ_CM128590.1_Escherichia_coli_strain_200164_chromosome__whole_genome_shotgun_sequence|start=1096721|end=1099918|strand=mixed	NZ_CM128590.1	PICI	R2	003	NZ_CM128590.1_Escherichia_coli_strain_200164_chromosome__whole_genome_shotgun_sequence	3198	3198	1.0	97.539	CP057584.1_1088918_1103260	3198	1.0	97.467	2	2
NZ_CM128591.1|PICI|R1|core|batch=003|record=NZ_CM128591.1_Escherichia_coli_strain_200112_chromosome__whole_genome_shotgun_sequence|start=4069997|end=4073191|strand=mixed	NZ_CM128591.1	PICI	R1	003	NZ_CM128591.1_Escherichia_coli_strain_200112_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.444	CP057584.1_1088918_1103260	3195	1.0	98.936	2	2
NZ_CM128592.1|PICI|R1|core|batch=003|record=NZ_CM128592.1_Escherichia_coli_strain_200088_chromosome__whole_genome_shotgun_sequence|start=1988618|end=1991812|strand=mixed	NZ_CM128592.1	PICI	R1	003	NZ_CM128592.1_Escherichia_coli_strain_200088_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CM128593.1|PICI|R1|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=2019857|end=2032210|strand=mixed	NZ_CM128593.1	PICI	R1	003	NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence	12354	263	0.0213	78.271	AP010953.1_3041660_3050231	258	0.0209	75.465	7	7
NZ_CM128593.1|PICI|R2|core|batch=003|record=NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence|start=1049083|end=1055419|strand=mixed	NZ_CM128593.1	PICI	R2	003	NZ_CM128593.1_Escherichia_coli_strain_100416_chromosome__whole_genome_shotgun_sequence	6337	2319	0.3659	97.58	CP057584.1_1088918_1103260	2319	0.3659	97.673	2	4
NZ_CM128594.1|PICI|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1698635|end=1708305|strand=mixed	NZ_CM128594.1	PICI	R1	003	NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence	9671	7828	0.8094	85.778	CP009072.1_106749_118031	5476	0.5662	85.073	10	63
NZ_CM128594.1|PICI|R4|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=1067626|end=1073414|strand=mixed	NZ_CM128594.1	PICI	R4	003	NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence	5789	2319	0.4006	96.678	CP057584.1_1088918_1103260	2319	0.4006	96.769	2	4
